Id;Echeance;PhenomenId;PhenomenDesc;DangerCode;DangerColor;StartDate;EndDate;EmissionDate
19;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
19;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
21;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
22;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2210;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2210;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
23;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
24;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
25;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
26;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
27;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
28;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
29;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2910;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2910;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;8;avalanches;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;8;avalanches;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A10;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2A10;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;8;avalanches;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;8;avalanches;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B10;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
2B10;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
30;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
3010;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
3010;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J1;8;avalanches;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-05T18:00:00+01:00;2025-03-05T16:00:00+01:00
31;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J;8;avalanches;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
31;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
32;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
33;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
3310;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
3310;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
34;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
3410;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
3410;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
35;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
3510;J1;9;vagues submersion;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
3510;J;9;vagues submersion;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J;5;neige / verglas;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J;3;orages;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J1;5;neige / verglas;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J;2;pluie;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J1;2;pluie;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
36;J;7;grand froid;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
37;J1;7;grand froid;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
37;J1;3;orages;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
37;J1;1;vent;1;vert;2025-03-06T00:00:00+01:00;2025-03-07T00:00:00+01:00;2025-03-05T16:00:00+01:00
37;J;1;vent;1;vert;2025-03-05T16:00:00+01:00;2025-03-06T00:00:00+01:00;2025-03-05T16:00:00+01:00
